Name,IMO,Flag,Risk status,Vessel type,Age,Beneficial owner,Commercial manager,Registered owner,ISM manager,Port of Registry,Call Sign,MMSI,Classification Society,Status,Length (m),Width (m),Draught (m),Gross Tonnage,Net Tonnage,Deadweight Tonnage,Ownership Changes,Name Changes,Last Change Date,Owner Sanctions,Manager Reputation,Latitude,Longitude,Speed (knots),Course,Heading,Last Update,AIS Status,Signal Quality,Accuracy,Spoofing Risk,Dark Activity,STS Transfer Events,OFAC Listed,UN Sanctions,EU Sanctions,Total Hits,Last Violation,Detention History,Port State Control,Deficiency Count,Banning Status,Trade Route Risk,Current Region,Temperature,Wind Speed,Wave Height,Sea State,Piracy Zone,War Zone,Storm Area,Ice Zone,Voyage Risk
NADIYA,9118745,PA,Sanctioned,LIQUID TANKER,32,GLORY INTERNATIONAL FZLLC,GLORY INTERNATIONAL FZLLC,NADIYA SHIPPING LINES INC,-,Colon,HUTO1,671566224,Lloyd's Register,Laid Up,199.75m,29.58m,11.88m,88003,61261,142369,2,2,19-Apr-06,4,Sanctioned,14.38574,68.24179,4.7 kn,258 °,291 °,2024-06-23 20:46 (UTC+0),Underway Using Engine,Moderate,95%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NAROON,9079066,IR,Sanctioned,LIQUID TANKER,30,NITC,NITC,NITC,NITC,Bushehr,IWRT7,320903853,Korean Register (KR),Inactive,195.94m,24.23m,13.08m,39410,22036,74270,2,2,25-Dec-24,4,Sanctioned,25.84114,50.81578,10.4 kn,200 °,181 °,2024-10-14 13:56 (UTC+0),Underway Using Engine,Good,81%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NASLEDIE,9293002,RU,Sanctioned,LIQUID TANKER,21,-,SAPANG SHIPPING INC,SAPANG SHIPPING INC,LEGACY MARINE LLC,Vladivostok,XNUE4,734066846,Turkish Lloyd (TL),Active,149.89m,18.27m,13.22m,82146,46516,160324,0,2,7-Apr-02,4,Sanctioned,41.44425,39.80142,3.8 kn,102 °,86 °,2025-12-24 21:31 (UTC+0),Drifting,Weak,93%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
NAVIXON,9115303,AO,Sanctioned,LPG TANKER,30,-,-,PEILIN MARINE CO LTD,-,Lobito,YEDO7,331716665,,Inactive,223.01m,26.79m,13.45m,20024,13331,17705,0,2,23-Nov-12,3,Sanctioned,0.44646,70.64994,8.6 kn,43 °,342 °,2024-09-23 09:00 (UTC+0),Drifting,Moderate,93%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NEGEEN,9071519,IR,Sanctioned,-,33,VALFAJRE EIGHT SHIPPING CO,VALFAJRE SHIPPING CO,VALFAJRE EIGHT SHIPPING CO,VALFAJRE SHIPPING CO,Bushehr,JVIW9,615566965,Korean Register (KR),Active,191.58m,27.85m,5.7m,16484,10645,18501,0,2,12-Mar-03,4,Sanctioned,23.74392,48.36582,4.0 kn,313 °,58 °,2024-07-30 22:42 (UTC+0),Underway Using Engine,Good,87%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NEREIDA,9163269,KM,Sanctioned,LIQUID TANKER,28,-,IMS LTD,CHARTCHEMICAL SA,INNOVATIVE UKRAINE SC,Moroni,GCWJ1,633767779,China Classification Society (CCS),Active,228.53m,31.28m,13.96m,60044,39436,90475,0,2,27-May-02,3,Sanctioned,-3.19902,53.47339,6.5 kn,355 °,141 °,2024-12-07 15:12 (UTC+0),At Anchor,Roaming,77%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NEW KONK,9036387,SL,Sanctioned,LIQUID TANKER,35,NEW KONK OCEAN INTERNATIONAL CO LTD,NEW KONK OCEAN INTERNATIONAL CO LTD,NEW KONK OCEAN INTERNATIONAL CO LTD,-,Sherbro,UKKD5,259783327,American Bureau of Shipping (ABS),Laid Up,168.81m,24.05m,7.26m,77972,52111,130641,0,2,6-Mar-18,3,Sanctioned,13.99037,66.00916,12.6 kn,253 °,74 °,2025-06-11 09:36 (UTC+0),Drifting,Moderate,88%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NIGHT GLORY,9319674,GQ,Sanctioned,LIQUID TANKER,19,LAGOON SHIPPING INC,AJMERA SHIPPING LTD,AJMERA SHIPPING LTD,DA LI HU SHIPMANAGEMENT CO LTD,Bata,VPDV2,620710059,Bureau Veritas,Laid Up,136.6m,24.0m,13.86m,84900,47510,164347,0,2,24-Jul-20,3,Sanctioned,-2.2245,60.60561,3.2 kn,321 °,30 °,2024-09-23 01:45 (UTC+0),At Anchor,Roaming,81%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NIKI,9820312,IR,Sanctioned,LIQUID TANKER,8,-,RAHBARAN OMID DARYA SHIP MGMT,MOSAKHAR DARYA SHIPPING CO,-,Bandar Abbas,FYMM8,652481479,Lloyd's Register,Active,115.49m,17.82m,14.98m,58650,35299,106398,0,2,30-Oct-11,4,Sanctioned,28.91405,51.51048,9.6 kn,9 °,127 °,2025-08-11 18:40 (UTC+0),Drifting,Good,83%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NIL 308,9285744,GM,Sanctioned,LIQUID TANKER,22,QUANTUM MARITIME SERVICE INC,LIGHTSHIP MANAGEMENT LTD,QUANTUM MARITIME SERVICE INC,-,Banjul,XGYY3,781421134,,Inactive,233.68m,37.89m,8.96m,80517,47998,132646,0,2,12-Sep-00,3,Sanctioned,17.83689,63.11201,8.2 kn,181 °,272 °,2024-09-14 03:46 (UTC+0),Moored,Moderate,92%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NIMBUS SPB,8821761,RU,Sanctioned,LIQUID TANKER,35,LUKOIL BUNKER,LUKOIL BUNKER,LUKOIL BUNKER,SEA ENGINEERING LTD,Murmansk,HHNU6,747067673,Lloyd's Register,Active,258.77m,35.03m,15.22m,35474,21853,63804,0,2,30-Dec-18,4,Sanctioned,44.45019,29.88403,14.5 kn,130 °,330 °,2025-09-24 23:12 (UTC+0),At Anchor,Moderate,85%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
NOBLE,9333400,CM,Sanctioned,LIQUID TANKER,20,-,ORCHID SHIPMANAGEMENT LLC FZ,DARMAN TANKER LTD,ORCHID SHIPMANAGEMENT LLC FZ,Douala,NOIF4,686447098,DNV,Active,129.19m,18.44m,15.78m,45942,30484,91582,0,2,24-Apr-00,3,Sanctioned,19.69594,57.222,12.6 kn,177 °,225 °,2025-02-10 15:55 (UTC+0),At Anchor,Roaming,88%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NOMAD,9610781,OM,Sanctioned,LIQUID TANKER,14,STREAM SHIP MANAGEMENT FZCO,DREAMER SHIPMANAGEMENT LLC-FZ,WHITE AGATE MARINE SPC,DREAMER SHIPMANAGEMENT LLC-FZ,Duqm,YGUI5,202412920,,Active,234.54m,32.12m,10.98m,50283,28271,79284,0,2,26-Feb-02,3,Sanctioned,1.97692,67.33486,0.3 kn,64 °,302 °,2025-10-10 19:18 (UTC+0),Underway Using Engine,Weak,96%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NOOH GAS,9034690,BW,Sanctioned,LPG TANKER,33,-,LOGAN SERVICES CO,WANSA GAS SHIPPING CO,LOGAN SERVICES CO,Gaborone,KCQX2,584509929,DNV,Active,104.85m,18.81m,7.9m,39536,22677,38384,0,2,11-Jan-19,3,Sanctioned,16.19366,53.13382,11.9 kn,85 °,308 °,2025-07-18 18:39 (UTC+0),Underway Using Engine,Weak,82%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NORA,9237539,GY,Sanctioned,LIQUID TANKER,24,-,-,-,-,New Amsterdam,FVWJ6,388984578,,Active,156.72m,25.25m,8.43m,30016,18552,56237,0,2,8-May-09,3,Sanctioned,-0.78959,78.33125,12.7 kn,274 °,202 °,2025-08-09 04:36 (UTC+0),Underway Using Engine,Roaming,84%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NORELIA,9288899,SL,Sanctioned,LIQUID TANKER,21,RADIATING WORLD SHIPPING SERVICES LLC,TITAN MARINE MANAGEMENT LLC,LANDA SHIPPING LTD,TITAN MARINE MANAGEMENT LLC,Freetown,GYXW8,685740796,Bureau Veritas,Laid Up,154.21m,19.31m,12.88m,73416,46347,144402,0,2,26-Mar-16,3,Sanctioned,16.69479,54.07989,5.9 kn,308 °,277 °,2025-10-08 01:51 (UTC+0),Moored,Good,73%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NORTH LIGHT,9958298,SG,High risk,LNG TANKER,2,MITSUI OSK LINES LTD,MITSUI OSK LINES LTD,ARCTIC DIAMOND NO 2 LNG SHPG,MOL LNG SHIP MANAGEMENT PTE LTD,Singapore,OIAL4,789806568,Russian Maritime Register of Shipping,Laid Up,284.06m,47.73m,10.72m,106872,64001,59101,0,0,22-Dec-19,0,Clear,11.91969,52.95346,10.0 kn,134 °,274 °,2024-12-28 21:22 (UTC+0),At Anchor,Moderate,77%,0,0,1,No,No,No,0,0,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NORTH STAR,9299563,MZ,Sanctioned,LIQUID TANKER,21,-,RADIAS MARINE MANAGEMENT LLP,MISTRAL FLEET CO LTD,RADIAS MARINE MANAGEMENT LLP,Beira,RNVP6,629143173,Korean Register (KR),Inactive,205.71m,28.84m,9.28m,14580,9853,24052,0,2,3-Feb-09,3,Sanctioned,4.61219,75.18728,10.5 kn,73 °,23 °,2025-05-29 15:36 (UTC+0),At Anchor,Moderate,92%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NOVA CREST,9292046,CM,Sanctioned,LIQUID TANKER,21,COUNT MARITIME LTD,OCEAN QUEST MARINE INC,OCEAN QUEST MARINE INC,-,Kribi,DUEK5,791608429,ClassNK,Laid Up,127.37m,16.73m,14.32m,86647,53851,149812,0,2,13-Apr-08,3,Sanctioned,16.53113,50.36187,4.0 kn,312 °,204 °,2024-12-16 04:19 (UTC+0),Moored,Weak,74%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
NOVATOR,9297357,RU,Sanctioned,LIQUID TANKER,20,KANGEN MARITIME CORP,KANGEN MARITIME CORP,KANGEN MARITIME CORP,JIU ZHAI GOU SHIPMANAGEMENT CO,Murmansk,YQDV6,547388412,China Classification Society (CCS),Inactive,228.05m,39.01m,12.06m,69479,40897,128314,0,2,9-Jun-24,4,Sanctioned,41.12873,32.43999,4.4 kn,165 °,342 °,2024-12-20 19:44 (UTC+0),At Anchor,Good,94%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
NP DIKSON,9255270,RU,Sanctioned,LIQUID TANKER,22,TK NORD PROJECT LLC,TK NORD PROJECT LLC,TK NORD PROJECT LLC,TK NORD PROJECT LLC,Novorossiysk,GCXY3,502252447,Russian Maritime Register of Shipping,Active,156.89m,24.93m,10.29m,22923,13943,43582,0,2,10-Jan-09,4,Sanctioned,41.93945,37.88206,13.2 kn,123 °,249 °,2025-07-12 14:31 (UTC+0),Underway Using Engine,Roaming,71%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
OASIS,9511387,OM,Sanctioned,LIQUID TANKER,16,-,NOVA SHIPMANAGEMENT LLC FZ,CITRINE MARINE SPC,NOVA SHIPMANAGEMENT LLC FZ,Sohar,HWVH8,658950164,China Classification Society (CCS),Active,127.04m,16.46m,15.46m,9455,6340,17818,0,2,26-Dec-12,3,Sanctioned,7.11576,75.46216,3.8 kn,258 °,65 °,2025-05-03 01:10 (UTC+0),Moored,Good,70%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
OCEAN WINGS,9255660,CM,Sanctioned,LIQUID TANKER,22,-,OCEANWINGS GLOBAL SHIPPING CO,OCEANWINGS GLOBAL SHIPPING CO,OCEANWINGS GLOBAL SHIPPING CO,Douala,OYIE4,749606999,Turkish Lloyd (TL),Active,149.86m,24.63m,14.1m,37629,21252,75210,0,2,27-Mar-14,3,Sanctioned,5.47985,55.62101,8.2 kn,319 °,56 °,2025-08-29 18:41 (UTC+0),At Anchor,Good,84%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ODIN,9151890,RU,Sanctioned,LIQUID TANKER,28,KONTUR SPB OOO,KONTUR SPB OOO,KONTUR SPB OOO,KONTUR SPB OOO,Vladivostok,KFFF5,277547092,Russian Maritime Register of Shipping,Inactive,174.63m,28.63m,14.74m,28538,16872,44115,0,2,6-Apr-24,4,Sanctioned,41.58094,31.70114,14.5 kn,265 °,127 °,2024-04-06 00:05 (UTC+0),Drifting,Moderate,96%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ODUNE,9229374,SL,Sanctioned,LIQUID TANKER,24,JUBILEE WAVES CORP,SYLVARN FLEETLINE LTD,SYLVARN FLEETLINE LTD,GLOBAL SHIP SOLUTIONS LLC,Sherbro,JGIA0,342925858,,Inactive,206.44m,32.34m,7.73m,29636,18772,45364,0,2,24-Jul-07,3,Sanctioned,2.91133,65.73651,5.7 kn,222 °,5 °,2024-06-25 05:50 (UTC+0),Underway Using Engine,Good,93%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
OLAF 1,9224465,PA,Sanctioned,LIQUID TANKER,24,-,VIGOR MARINE SERVICES LLP,TRIDENT INFINITY LTD,VIGOR MARINE SERVICES LLP,Balboa,OIBP7,618695240,China Classification Society (CCS),Inactive,120.82m,21.8m,8.69m,53914,30038,105110,0,2,30-Jul-21,3,Sanctioned,-3.36523,67.88636,1.5 kn,86 °,95 °,2024-04-16 01:56 (UTC+0),Underway Using Engine,Good,85%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
OLANGA,9286463,RU,Sanctioned,LIQUID TANKER,22,-,MENKAB LLC,MENKAB LLC,MENKAB LLC,Vladivostok,LISP1,551599283,Lloyd's Register,Active,126.37m,17.73m,13.44m,12932,7616,21864,0,2,28-Jan-21,4,Sanctioned,45.85766,31.46179,1.1 kn,57 °,178 °,2024-10-08 01:14 (UTC+0),Drifting,Moderate,80%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
OLYM,9212759,GY,Sanctioned,LIQUID TANKER,25,VISHNU INC,VISHNU INC,VISHNU INC,-,New Amsterdam,LZFL4,402693211,Korean Register (KR),Active,205.63m,26.05m,15.65m,67318,38982,113018,0,2,24-May-13,3,Sanctioned,-4.08852,77.39272,1.0 kn,246 °,53 °,2025-04-05 16:41 (UTC+0),Underway Using Engine,Weak,87%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
OMSKIY 103,8889385,RU,Sanctioned,GENERAL CARGO SHIP,48,SEA RIVER SERVICE LLC,SEA RIVER SERVICE LLC,SEA RIVER SERVICE LLC,SEA RIVER SERVICE LLC,Murmansk,AGIY8,255651358,ClassNK,Active,109.18m,19.48m,7.89m,10530,6381,16105,0,2,25-Feb-23,4,Sanctioned,43.8289,28.54605,10.0 kn,184 °,225 °,2024-10-30 03:19 (UTC+0),Moored,Moderate,84%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
OMSKIY 119,8926913,RU,Sanctioned,GENERAL CARGO SHIP,46,SEA RIVER SERVICE LLC,SEA RIVER SERVICE LLC,SEA RIVER SERVICE LLC,SEA RIVER SERVICE LLC,Vladivostok,CZLY0,724812538,Bureau Veritas,Active,177.22m,26.71m,5.81m,16137,9021,20924,0,2,28-Sep-12,4,Sanctioned,44.29956,34.73953,14.4 kn,89 °,288 °,2024-05-22 10:47 (UTC+0),Moored,Roaming,88%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
OPHELIA,8010427,RU,Sanctioned,LIQUID TANKER,45,TRANSNEFT SERVISE LLC,LLC TRANSNEFTSERVICE,PORT ECOSYSTEMS LLC,LLC TRANSNEFTSERVICE,Novorossiysk,EXNR1,540234646,DNV,Active,114.15m,16.58m,11.24m,81620,54386,126252,0,2,17-Jul-18,4,Sanctioned,42.30755,33.33589,7.2 kn,291 °,222 °,2024-10-23 03:14 (UTC+0),Underway Using Engine,Weak,81%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
ORIENT STAR,9312494,MZ,Sanctioned,LIQUID TANKER,20,-,QINGDAO OCEAN KIMO SHIP MGMT,FUNG NAM LTD,QINGDAO OCEAN KIMO SHIP MGMT,Nacala,QHOM4,664055246,Lloyd's Register,Active,125.67m,19.27m,7.88m,30404,17376,52908,0,2,7-Feb-17,3,Sanctioned,-3.47364,69.11658,10.4 kn,194 °,212 °,2025-11-23 03:56 (UTC+0),At Anchor,Good,94%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ORPHIC,9221671,CW,Sanctioned,LIQUID TANKER,26,-,TIGHTSHIP SHIPPING MANAGEMENT,ELZA SHIPPING SA,TIGHTSHIP SHIPPING MANAGEMENT,Willemstad,BHVV8,444139452,Bureau Veritas,Laid Up,115.87m,18.69m,14.27m,84018,46783,159635,0,2,7-Jun-06,3,Sanctioned,20.87592,64.0024,11.7 kn,168 °,196 °,2024-03-26 15:50 (UTC+0),Drifting,Moderate,95%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
ORVI,9321718,KM,Sanctioned,LIQUID TANKER,20,-,-,-,-,Mutsamudu,KRGB2,600379447,Lloyd's Register,Inactive,145.18m,22.88m,12.15m,10924,7429,20919,0,2,28-Apr-04,3,Sanctioned,12.47005,69.58303,11.2 kn,321 °,197 °,2024-06-25 20:34 (UTC+0),Underway Using Engine,Good,97%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
OSANA,9394935,SL,Sanctioned,LIQUID TANKER,18,-,MARITIME MAVENS LLC,WAYFOX SERVICE CORP,MARITIME MAVENS LLC,Freetown,JDWS8,284288329,American Bureau of Shipping (ABS),Active,271.76m,41.93m,14.2m,9461,5649,18035,0,2,27-Aug-10,3,Sanctioned,15.69912,53.80258,8.1 kn,328 °,170 °,2024-04-11 23:49 (UTC+0),At Anchor,Weak,77%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
PACIFICOS,9288930,RU,Sanctioned,LIQUID TANKER,22,MUNAI INVEST LLC,MUNAI INVEST LLC,MUNAI INVEST LLC,TRINITY SHIPPING LLC,Murmansk,GNHH6,566324494,RINA,Laid Up,101.65m,16.73m,9.25m,48427,26951,95825,0,2,18-Jul-20,4,Sanctioned,41.44355,29.14337,7.6 kn,345 °,230 °,2025-04-06 19:18 (UTC+0),Underway Using Engine,Good,84%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Black Sea,8°C,12 m/s,2m,moderate sea conditions,No,Yes,No,Yes,Yes
PAEK YANG SAN,9020534,KP,Sanctioned,GENERAL CARGO SHIP,35,PAEKYANGSAN SHIPPING CO LTD,PAEKYANGSAN SHIPPING CO LTD,PAEKYANGSAN SHIPPING CO LTD,PAEKYANGSAN SHIPPING CO LTD,Rajin,JVKJ6,501911122,RINA,Inactive,92.64m,14.32m,5.15m,21559,12625,28956,0,2,20-Jul-19,4,Sanctioned,32.06878,121.00651,2.0 kn,117 °,280 °,2024-05-01 07:55 (UTC+0),Drifting,Roaming,77%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Yellow Sea,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
PALARA,9299898,SL,Sanctioned,LIQUID TANKER,21,-,LUNDAVREX PORTALIS LTD,LUNDAVREX PORTALIS LTD,NAUTEXA STRATUM LLC,Freetown,SCDZ5,733935047,DNV,Active,230.54m,27.51m,8.42m,80147,54010,144431,0,2,27-Jun-07,3,Sanctioned,3.09182,51.92946,4.8 kn,253 °,273 °,2025-03-05 16:40 (UTC+0),Moored,Moderate,74%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
PARIN,9076478,IR,Sanctioned,GENERAL CARGO SHIP,33,IRAN SHIPPING LINES,KHAZAR SEA SHIPPING LINES,KHAZAR SEA SHIPPING LINES,KHAZAR SHIPPING LINES,Chabahar,OZQF7,350710639,Russian Maritime Register of Shipping,Active,92.42m,12.12m,7.23m,6871,4526,8568,2,2,3-Jun-04,4,Sanctioned,24.97338,56.12677,1.9 kn,22 °,292 °,2025-12-06 20:00 (UTC+0),Underway Using Engine,Moderate,70%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
PARISAN,9465851,IR,Sanctioned,BULK CARRIER,17,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,OGHIAANOUS KHOROUSHAN SHIPPING,RAHBARAN OMID DARYA SHIP MGMT,Khorramshahr,FRPV4,732798326,Russian Maritime Register of Shipping,Laid Up,122.34m,22.09m,10.07m,48466,28575,80400,2,2,30-Jan-21,4,Sanctioned,24.90097,49.86323,8.8 kn,71 °,300 °,2025-12-19 03:38 (UTC+0),Underway Using Engine,Moderate,90%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
PARSHAD,9387786,IR,Sanctioned,BULK CARRIER,18,IRAN SHIPPING LINES,RAHBARAN OMID DARYA SHIP MGMT,RAHBARAN OMID DARYA SHIP MGMT,RAHBARAN OMID DARYA SHIP MGMT,Bandar Abbas,MLBI3,620071874,Bureau Veritas,Active,133.73m,22.58m,13.78m,80852,45031,137163,2,2,17-Jan-17,4,Sanctioned,28.93844,54.7985,7.2 kn,221 °,240 °,2024-01-27 22:05 (UTC+0),Moored,Good,91%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
PATRIS,9137210,IR,Sanctioned,GENERAL CARGO SHIP,29,IRAN SHIPPING LINES,KHAZAR SHIPPING LINES,KHAZAR SHIPPING LINES,KHAZAR SHIPPING LINES,Bushehr,OHWL2,282786904,Lloyd's Register,Active,82.57m,13.04m,8.51m,8638,5546,12128,2,2,5-Mar-20,4,Sanctioned,25.44649,58.42387,12.0 kn,278 °,210 °,2025-11-06 06:25 (UTC+0),Moored,Moderate,81%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
PEACE,9249130,CM,Sanctioned,LIQUID TANKER,22,-,AQUILA SHIPOWNER SA,COASTALCREST SHIPPING LTD,-,Limbe,HYJN5,625199591,ClassNK,Laid Up,158.13m,25.9m,9.05m,14198,9547,24305,0,2,28-Mar-15,3,Sanctioned,17.32616,59.48578,1.7 kn,264 °,276 °,2024-07-20 09:37 (UTC+0),Drifting,Roaming,91%,1,1,1,Yes,Yes,Yes,3,Sanctions listing,0,0,0,No,Yes,High-risk tanker corridor,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
PERARIN,9209350,IR,Sanctioned,CONTAINER,26,IRAN SHIPPING LINES,OGHIAANOUS KHOROUSHAN SHIPPING,OGHIAANOUS KHOROUSHAN SHIPPING,RAHBARAN OMID DARYA SHIP MGMT,Bandar Imam Khomeini,KXLB0,770072965,Korean Register (KR),Active,266.71m,44.61m,11.15m,176944,99768,169081,2,2,5-Dec-12,4,Sanctioned,24.16437,55.90622,9.1 kn,223 °,186 °,2024-10-03 04:48 (UTC+0),Drifting,Good,95%,0,0,0,Yes,Yes,Yes,3,Sanctions listing,0,0,0,Yes,Yes,Persian Gulf,25°C,8 m/s,1m,slight sea conditions,No,No,No,No,Yes
